,Unnamed: 0,Unnamed: 0.1,project_name,module_path,module_version,package_import_path,match_type,file_name,line_number,text,context,message,label
107,107,107,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,822.0,"	deferBits := *(*uint8)(unsafe.Pointer(d.varp - uintptr(deferBitsOffset)))
","	// Skip the maxargsize
	_, fd = readvarintUnsafe(fd)
	deferBitsOffset, fd := readvarintUnsafe(fd)
	nDefers, fd := readvarintUnsafe(fd)
	deferBits := *(*uint8)(unsafe.Pointer(d.varp - uintptr(deferBitsOffset)))

	for i := int(nDefers) - 1; i >= 0; i-- {
		// read the funcdata info for this defer
		var argWidth, closureOffset, nArgs uint32
		argWidth, fd = readvarintUnsafe(fd)
",possible misuse of unsafe.Pointer,runtime
108,108,108,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,838.0,"		closure := *(**funcval)(unsafe.Pointer(d.varp - uintptr(closureOffset)))
","				_, fd = readvarintUnsafe(fd)
			}
			continue
		}
		closure := *(**funcval)(unsafe.Pointer(d.varp - uintptr(closureOffset)))
		d.fn = closure
		deferArgs := deferArgs(d)
		// If there is an interface receiver or method receiver, it is
		// described/included as the first arg.
		for j := uint32(0); j < nArgs; j++ {
",possible misuse of unsafe.Pointer,runtime
109,109,109,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,849.0,"				unsafe.Pointer(d.varp-uintptr(argOffset)),
","			argOffset, fd = readvarintUnsafe(fd)
			argLen, fd = readvarintUnsafe(fd)
			argCallOffset, fd = readvarintUnsafe(fd)
			memmove(unsafe.Pointer(uintptr(deferArgs)+uintptr(argCallOffset)),
				unsafe.Pointer(d.varp-uintptr(argOffset)),
				uintptr(argLen))
		}
		deferBits = deferBits &^ (1 << i)
		*(*uint8)(unsafe.Pointer(d.varp - uintptr(deferBitsOffset))) = deferBits
		p := d._panic
",possible misuse of unsafe.Pointer,runtime
110,110,110,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,853.0,"		*(*uint8)(unsafe.Pointer(d.varp - uintptr(deferBitsOffset))) = deferBits
","				unsafe.Pointer(d.varp-uintptr(argOffset)),
				uintptr(argLen))
		}
		deferBits = deferBits &^ (1 << i)
		*(*uint8)(unsafe.Pointer(d.varp - uintptr(deferBitsOffset))) = deferBits
		p := d._panic
		reflectcallSave(p, unsafe.Pointer(closure), deferArgs, argWidth)
		if p != nil && p.aborted {
			break
		}
",possible misuse of unsafe.Pointer,runtime
111,111,111,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,877.0,"		p.argp = unsafe.Pointer(getargp(0))
","// loop, in the unusual case where the Goexit may be bypassed by a successful
// recover.
func reflectcallSave(p *_panic, fn, arg unsafe.Pointer, argsize uint32) {
	if p != nil {
		p.argp = unsafe.Pointer(getargp(0))
		p.pc = getcallerpc()
		p.sp = unsafe.Pointer(getcallersp())
	}
	reflectcall(nil, fn, arg, argsize, argsize)
	if p != nil {
",possible misuse of unsafe.Pointer,runtime
112,112,112,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,879.0,"		p.sp = unsafe.Pointer(getcallersp())
","func reflectcallSave(p *_panic, fn, arg unsafe.Pointer, argsize uint32) {
	if p != nil {
		p.argp = unsafe.Pointer(getargp(0))
		p.pc = getcallerpc()
		p.sp = unsafe.Pointer(getcallersp())
	}
	reflectcall(nil, fn, arg, argsize, argsize)
	if p != nil {
		p.pc = 0
		p.sp = unsafe.Pointer(nil)
",possible misuse of unsafe.Pointer,runtime
113,113,113,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,929.0,"	addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))
","	atomic.Xadd(&runningPanicDefers, 1)

	// By calculating getcallerpc/getcallersp here, we avoid scanning the
	// gopanic frame (stack scanning is slow...)
	addOneOpenDeferFrame(gp, getcallerpc(), unsafe.Pointer(getcallersp()))

	for {
		d := gp._defer
		if d == nil {
			break
",possible misuse of unsafe.Pointer,runtime
114,114,114,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,974.0,"			p.argp = unsafe.Pointer(getargp(0))
","			if done && !d._panic.recovered {
				addOneOpenDeferFrame(gp, 0, nil)
			}
		} else {
			p.argp = unsafe.Pointer(getargp(0))
			reflectcall(nil, unsafe.Pointer(d.fn), deferArgs(d), uint32(d.siz), uint32(d.siz))
		}
		p.argp = nil

		// reflectcall did not panic. Remove d.
",possible misuse of unsafe.Pointer,runtime
115,115,115,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,panic.go,989.0,"		sp := unsafe.Pointer(d.sp) // must be pointer so it gets adjusted during stack copy
","		// trigger shrinkage to test stack copy. See stack_test.go:TestStackPanic
		//GC()

		pc := d.pc
		sp := unsafe.Pointer(d.sp) // must be pointer so it gets adjusted during stack copy
		if done {
			d.fn = nil
			gp._defer = d.link
			freedefer(d)
		}
",possible misuse of unsafe.Pointer,runtime
116,116,116,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,1661.0,"			return (*m)(unsafe.Pointer(old))
","			usleep(1)
			continue
		}
		if atomic.Casuintptr(&extram, old, locked) {
			return (*m)(unsafe.Pointer(old))
		}
		yield := osyield
		yield()
		continue
	}
",possible misuse of unsafe.Pointer,runtime
117,117,117,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,1743.0,"		ts.fn = unsafe.Pointer(funcPC(mstart))
","			throw(""_cgo_thread_start missing"")
		}
		ts.g.set(mp.g0)
		ts.tls = (*uint64)(unsafe.Pointer(&mp.tls[0]))
		ts.fn = unsafe.Pointer(funcPC(mstart))
		if msanenabled {
			msanwrite(unsafe.Pointer(&ts), unsafe.Sizeof(ts))
		}
		execLock.rlock() // Prevent process clone.
		asmcgocall(_cgo_thread_start, unsafe.Pointer(&ts))
",possible misuse of unsafe.Pointer,runtime
118,118,118,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,3364.0,"		*(*uintptr)(unsafe.Pointer(newg.stack.lo)) = 0
","		newg.stackguard0 = newg.stack.lo + _StackGuard
		newg.stackguard1 = ^uintptr(0)
		// Clear the bottom word of the stack. We record g
		// there on gsignal stack during VDSO on ARM and ARM64.
		*(*uintptr)(unsafe.Pointer(newg.stack.lo)) = 0
	}
	return newg
}

// Create a new g running fn with siz bytes of arguments.
",possible misuse of unsafe.Pointer,runtime
119,119,119,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,3428.0,"		*(*uintptr)(unsafe.Pointer(sp)) = 0
","	sp := newg.stack.hi - totalSize
	spArg := sp
	if usesLR {
		// caller's LR
		*(*uintptr)(unsafe.Pointer(sp)) = 0
		prepGoExitFrame(sp)
		spArg += sys.MinFrameSize
	}
	if narg > 0 {
		memmove(unsafe.Pointer(spArg), argp, uintptr(narg))
",possible misuse of unsafe.Pointer,runtime
120,120,120,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,3433.0,"		memmove(unsafe.Pointer(spArg), argp, uintptr(narg))
","		prepGoExitFrame(sp)
		spArg += sys.MinFrameSize
	}
	if narg > 0 {
		memmove(unsafe.Pointer(spArg), argp, uintptr(narg))
		// This is a stack-to-stack copy. If write barriers
		// are enabled and the source stack is grey (the
		// destination is always black), then perform a
		// barrier copy. We do this *after* the memmove
		// because the destination stack may have garbage on
",possible misuse of unsafe.Pointer,runtime
121,121,121,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,3597.0,"			racemalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
","		})
		gp.stackguard0 = gp.stack.lo + _StackGuard
	} else {
		if raceenabled {
			racemalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
		}
		if msanenabled {
			msanmalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
		}
	}
",possible misuse of unsafe.Pointer,runtime
122,122,122,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,proc.go,3600.0,"			msanmalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
","		if raceenabled {
			racemalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
		}
		if msanenabled {
			msanmalloc(unsafe.Pointer(gp.stack.lo), gp.stack.hi-gp.stack.lo)
		}
	}
	return gp
}

",possible misuse of unsafe.Pointer,runtime
123,123,123,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,signal_amd64.go,53.0,"		pc := (*[4]byte)(unsafe.Pointer(gp.sigpc))
","	// Work around Leopard bug that doesn't set FPE_INTDIV.
	// Look at instruction to see if it is a divide.
	// Not necessary in Snow Leopard (si_code will be != 0).
	if GOOS == ""darwin"" && sig == _SIGFPE && gp.sigcode0 == 0 {
		pc := (*[4]byte)(unsafe.Pointer(gp.sigpc))
		i := 0
		if pc[i]&0xF0 == 0x40 { // 64-bit REX prefix
			i++
		} else if pc[i] == 0x66 { // 16-bit instruction prefix
			i++
",possible misuse of unsafe.Pointer,runtime
124,124,124,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,signal_amd64.go,68.0,"	if shouldPushSigpanic(gp, pc, *(*uintptr)(unsafe.Pointer(sp))) {
","
	pc := uintptr(c.rip())
	sp := uintptr(c.rsp())

	if shouldPushSigpanic(gp, pc, *(*uintptr)(unsafe.Pointer(sp))) {
		c.pushCall(funcPC(sigpanic))
	} else {
		// Not safe to push the call. Just clobber the frame.
		c.set_rip(uint64(funcPC(sigpanic)))
	}
",possible misuse of unsafe.Pointer,runtime
125,125,125,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,signal_amd64.go,84.0,"	*(*uintptr)(unsafe.Pointer(sp)) = pc
","	// Make it look like the signaled instruction called target.
	pc := uintptr(c.rip())
	sp := uintptr(c.rsp())
	sp -= sys.PtrSize
	*(*uintptr)(unsafe.Pointer(sp)) = pc
	c.set_rsp(uint64(sp))
	c.set_rip(uint64(targetPC))
}
",possible misuse of unsafe.Pointer,runtime
126,126,126,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,378.0,"		v = unsafe.Pointer(x)
","			}
			c.stackcache[order].list = x.ptr().next
			c.stackcache[order].size -= uintptr(n)
		}
		v = unsafe.Pointer(x)
	} else {
		var s *mspan
		npage := uintptr(n) >> _PageShift
		log2npage := stacklog2(npage)

",possible misuse of unsafe.Pointer,unclassified
127,127,127,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,401.0,"		v = unsafe.Pointer(s.base())
","			}
			osStackAlloc(s)
			s.elemsize = uintptr(n)
		}
		v = unsafe.Pointer(s.base())
	}

	if raceenabled {
		racemalloc(v, uintptr(n))
	}
",possible misuse of unsafe.Pointer,unclassified
128,128,128,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,424.0,"	v := unsafe.Pointer(stk.lo)
","//
//go:systemstack
func stackfree(stk stack) {
	gp := getg()
	v := unsafe.Pointer(stk.lo)
	n := stk.hi - stk.lo
	if n&(n-1) != 0 {
		throw(""stack not a power of 2"")
	}
	if stk.lo+n < stk.hi {
",possible misuse of unsafe.Pointer,unclassified
129,129,129,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,607.0,"					if !atomic.Casp1(ppu, unsafe.Pointer(p), unsafe.Pointer(p+delta)) {
","					print(""adjust ptr "", hex(p), "" "", funcname(f), ""\n"")
				}
				if useCAS {
					ppu := (*unsafe.Pointer)(unsafe.Pointer(pp))
					if !atomic.Casp1(ppu, unsafe.Pointer(p), unsafe.Pointer(p+delta)) {
						goto retry
					}
				} else {
					*pp = p + delta
				}
",possible misuse of unsafe.Pointer,unclassified
130,130,130,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,641.0,"		adjustpointers(unsafe.Pointer(frame.varp-size), &locals, adjinfo, f)
","
	// Adjust local variables if stack frame has been allocated.
	if locals.n > 0 {
		size := uintptr(locals.n) * sys.PtrSize
		adjustpointers(unsafe.Pointer(frame.varp-size), &locals, adjinfo, f)
	}

	// Adjust saved base pointer if there is one.
	if sys.ArchFamily == sys.AMD64 && frame.argp-frame.varp == 2*sys.RegSize {
		if !framepointer_enabled {
",possible misuse of unsafe.Pointer,unclassified
131,131,131,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,657.0,"			bp := *(*uintptr)(unsafe.Pointer(frame.varp))
","		}
		if debugCheckBP {
			// Frame pointers should always point to the next higher frame on
			// the Go stack (or be nil, for the top frame on the stack).
			bp := *(*uintptr)(unsafe.Pointer(frame.varp))
			if bp != 0 && (bp < adjinfo.old.lo || bp >= adjinfo.old.hi) {
				println(""runtime: found invalid frame pointer"")
				print(""bp="", hex(bp), "" min="", hex(adjinfo.old.lo), "" max="", hex(adjinfo.old.hi), ""\n"")
				throw(""bad frame pointer"")
			}
",possible misuse of unsafe.Pointer,unclassified
132,132,132,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,664.0,"		adjustpointer(adjinfo, unsafe.Pointer(frame.varp))
","				print(""bp="", hex(bp), "" min="", hex(adjinfo.old.lo), "" max="", hex(adjinfo.old.hi), ""\n"")
				throw(""bad frame pointer"")
			}
		}
		adjustpointer(adjinfo, unsafe.Pointer(frame.varp))
	}

	// Adjust arguments.
	if args.n > 0 {
		if stackDebug >= 3 {
",possible misuse of unsafe.Pointer,unclassified
133,133,133,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,672.0,"		adjustpointers(unsafe.Pointer(frame.argp), &args, adjinfo, funcInfo{})
","	if args.n > 0 {
		if stackDebug >= 3 {
			print(""      args\n"")
		}
		adjustpointers(unsafe.Pointer(frame.argp), &args, adjinfo, funcInfo{})
	}

	// Adjust pointers in all stack objects (whether they are live or not).
	// See comments in mgcmark.go:scanframeworker.
	if frame.varp != 0 {
",possible misuse of unsafe.Pointer,unclassified
134,134,134,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,697.0,"				gcdata = (*byte)(unsafe.Pointer(s.startAddr))
","			var s *mspan
			if t.kind&kindGCProg != 0 {
				// See comments in mgcmark.go:scanstack
				s = materializeGCProg(t.ptrdata, gcdata)
				gcdata = (*byte)(unsafe.Pointer(s.startAddr))
			}
			for i := uintptr(0); i < t.ptrdata; i += sys.PtrSize {
				if *addb(gcdata, i/(8*sys.PtrSize))>>(i/sys.PtrSize&7)&1 != 0 {
					adjustpointer(adjinfo, unsafe.Pointer(p+i))
				}
",possible misuse of unsafe.Pointer,unclassified
135,135,135,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,701.0,"					adjustpointer(adjinfo, unsafe.Pointer(p+i))
","				gcdata = (*byte)(unsafe.Pointer(s.startAddr))
			}
			for i := uintptr(0); i < t.ptrdata; i += sys.PtrSize {
				if *addb(gcdata, i/(8*sys.PtrSize))>>(i/sys.PtrSize&7)&1 != 0 {
					adjustpointer(adjinfo, unsafe.Pointer(p+i))
				}
			}
			if s != nil {
				dematerializeGCProg(s)
			}
",possible misuse of unsafe.Pointer,unclassified
136,136,136,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,765.0,"		*(*byte)(unsafe.Pointer(p)) = b
","}

func fillstack(stk stack, b byte) {
	for p := stk.lo; p < stk.hi; p++ {
		*(*byte)(unsafe.Pointer(p)) = b
	}
}

func findsghi(gp *g, stk stack) uintptr {
	var sghi uintptr
",possible misuse of unsafe.Pointer,unclassified
137,137,137,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,808.0,"		memmove(unsafe.Pointer(newBot), unsafe.Pointer(oldBot), sgsize)
","	if adjinfo.sghi != 0 {
		oldBot := adjinfo.old.hi - used
		newBot := oldBot + adjinfo.delta
		sgsize = adjinfo.sghi - oldBot
		memmove(unsafe.Pointer(newBot), unsafe.Pointer(oldBot), sgsize)
	}

	// Unlock channels.
	lastc = nil
	for sg := gp.waiting; sg != nil; sg = sg.waitlink {
",possible misuse of unsafe.Pointer,unclassified
138,138,138,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,869.0,"	memmove(unsafe.Pointer(new.hi-ncopy), unsafe.Pointer(old.hi-ncopy), ncopy)
","		ncopy -= syncadjustsudogs(gp, used, &adjinfo)
	}

	// Copy the stack (or the rest of it) to the new location
	memmove(unsafe.Pointer(new.hi-ncopy), unsafe.Pointer(old.hi-ncopy), ncopy)

	// Adjust remaining structures that have pointers into stacks.
	// We have to do most of these before we traceback the new
	// stack because gentraceback uses them.
	adjustctxt(gp, &adjinfo)
",possible misuse of unsafe.Pointer,unclassified
139,139,139,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,1061.0,"		fn = unsafe.Pointer(fv.fn)
","// and then did an immediate gosave.
func gostartcallfn(gobuf *gobuf, fv *funcval) {
	var fn unsafe.Pointer
	if fv != nil {
		fn = unsafe.Pointer(fv.fn)
	} else {
		fn = unsafe.Pointer(funcPC(nilfunc))
	}
	gostartcall(gobuf, fn, unsafe.Pointer(fv))
}
",possible misuse of unsafe.Pointer,unclassified
140,140,140,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stack.go,1063.0,"		fn = unsafe.Pointer(funcPC(nilfunc))
","	var fn unsafe.Pointer
	if fv != nil {
		fn = unsafe.Pointer(fv.fn)
	} else {
		fn = unsafe.Pointer(funcPC(nilfunc))
	}
	gostartcall(gobuf, fn, unsafe.Pointer(fv))
}

// isShrinkStackSafe returns whether it's safe to attempt to shrink
",possible misuse of unsafe.Pointer,unclassified
141,141,141,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,symtab.go,435.0,"			md.gcdatamask = progToPointerMask((*byte)(unsafe.Pointer(md.gcdata)), md.edata-md.data)
","			continue
		}
		*modules = append(*modules, md)
		if md.gcdatamask == (bitvector{}) {
			md.gcdatamask = progToPointerMask((*byte)(unsafe.Pointer(md.gcdata)), md.edata-md.data)
			md.gcbssmask = progToPointerMask((*byte)(unsafe.Pointer(md.gcbss)), md.ebss-md.bss)
		}
	}

	// Modules appear in the moduledata linked list in the order they are
",possible misuse of unsafe.Pointer,unclassified
142,142,142,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,symtab.go,436.0,"			md.gcbssmask = progToPointerMask((*byte)(unsafe.Pointer(md.gcbss)), md.ebss-md.bss)
","		}
		*modules = append(*modules, md)
		if md.gcdatamask == (bitvector{}) {
			md.gcdatamask = progToPointerMask((*byte)(unsafe.Pointer(md.gcdata)), md.edata-md.data)
			md.gcbssmask = progToPointerMask((*byte)(unsafe.Pointer(md.gcbss)), md.ebss-md.bss)
		}
	}

	// Modules appear in the moduledata linked list in the order they are
	// loaded by the dynamic loader, with one exception: the
",possible misuse of unsafe.Pointer,unclassified
143,143,143,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,symtab.go,647.0,"	ffb := (*findfuncbucket)(add(unsafe.Pointer(datap.findfunctab), b*unsafe.Sizeof(findfuncbucket{})))
","	x := pc - datap.minpc
	b := x / pcbucketsize
	i := x % pcbucketsize / (pcbucketsize / nsub)

	ffb := (*findfuncbucket)(add(unsafe.Pointer(datap.findfunctab), b*unsafe.Sizeof(findfuncbucket{})))
	idx := ffb.idx + uint32(ffb.subbuckets[i])

	// If the idx is beyond the end of the ftab, set it to the end of the table and search backward.
	// This situation can occur if multiple text sections are generated to handle large text sections
	// and the linker has inserted jump tables between them.
",possible misuse of unsafe.Pointer,unclassified
144,144,144,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,trace.go,171.0,"func (tp traceBufPtr) ptr() *traceBuf   { return (*traceBuf)(unsafe.Pointer(tp)) }
","//
// TODO: Since traceBuf is now go:notinheap, this isn't necessary.
type traceBufPtr uintptr

func (tp traceBufPtr) ptr() *traceBuf   { return (*traceBuf)(unsafe.Pointer(tp)) }
func (tp *traceBufPtr) set(b *traceBuf) { *tp = traceBufPtr(unsafe.Pointer(b)) }
func traceBufPtrOf(b *traceBuf) traceBufPtr {
	return traceBufPtr(unsafe.Pointer(b))
}

",possible misuse of unsafe.Pointer,unclassified
145,145,145,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,trace.go,348.0,"		sysFree(unsafe.Pointer(buf), unsafe.Sizeof(*buf.ptr()), &memstats.other_sys)
","	}
	for trace.empty != 0 {
		buf := trace.empty
		trace.empty = buf.ptr().link
		sysFree(unsafe.Pointer(buf), unsafe.Sizeof(*buf.ptr()), &memstats.other_sys)
	}
	trace.strings = nil
	trace.shutdown = false
	unlock(&trace.lock)
}
",possible misuse of unsafe.Pointer,unclassified
146,146,146,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,trace.go,755.0,"func (tp traceStackPtr) ptr() *traceStack { return (*traceStack)(unsafe.Pointer(tp)) }
","}

type traceStackPtr uintptr

func (tp traceStackPtr) ptr() *traceStack { return (*traceStack)(unsafe.Pointer(tp)) }

// stack returns slice of PCs.
func (ts *traceStack) stack() []uintptr {
	return (*[traceStackSize]uintptr)(unsafe.Pointer(&ts.stk))[:ts.n]
}
",possible misuse of unsafe.Pointer,unclassified
147,147,147,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,trace.go,920.0,"func (p traceAllocBlockPtr) ptr() *traceAllocBlock   { return (*traceAllocBlock)(unsafe.Pointer(p)) }
","
// TODO: Since traceAllocBlock is now go:notinheap, this isn't necessary.
type traceAllocBlockPtr uintptr

func (p traceAllocBlockPtr) ptr() *traceAllocBlock   { return (*traceAllocBlock)(unsafe.Pointer(p)) }
func (p *traceAllocBlockPtr) set(x *traceAllocBlock) { *p = traceAllocBlockPtr(unsafe.Pointer(x)) }

// alloc allocates n-byte block.
func (a *traceAlloc) alloc(n uintptr) unsafe.Pointer {
	n = alignUp(n, sys.PtrSize)
",possible misuse of unsafe.Pointer,unclassified
148,148,148,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,sys_x86.go,20.0,"		*(*uintptr)(unsafe.Pointer(sp)) = 0
","func gostartcall(buf *gobuf, fn, ctxt unsafe.Pointer) {
	sp := buf.sp
	if sys.RegSize > sys.PtrSize {
		sp -= sys.PtrSize
		*(*uintptr)(unsafe.Pointer(sp)) = 0
	}
	sp -= sys.PtrSize
	*(*uintptr)(unsafe.Pointer(sp)) = buf.pc
	buf.sp = sp
	buf.pc = uintptr(fn)
",possible misuse of unsafe.Pointer,unclassified
149,149,149,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,sys_x86.go,23.0,"	*(*uintptr)(unsafe.Pointer(sp)) = buf.pc
","		sp -= sys.PtrSize
		*(*uintptr)(unsafe.Pointer(sp)) = 0
	}
	sp -= sys.PtrSize
	*(*uintptr)(unsafe.Pointer(sp)) = buf.pc
	buf.sp = sp
	buf.pc = uintptr(fn)
	buf.ctxt = ctxt
}
",possible misuse of unsafe.Pointer,unclassified
150,150,150,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,type.go,197.0,"			return name{(*byte)(unsafe.Pointer(res))}
","			if res > md.etypes {
				println(""runtime: nameOff"", hex(off), ""out of range"", hex(md.types), ""-"", hex(md.etypes))
				throw(""runtime: name offset out of range"")
			}
			return name{(*byte)(unsafe.Pointer(res))}
		}
	}

	// No module found. see if it is a run time name.
	reflectOffsLock()
",possible misuse of unsafe.Pointer,unclassified
151,151,151,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,type.go,252.0,"	return (*_type)(unsafe.Pointer(res))
","	if res > md.etypes {
		println(""runtime: typeOff"", hex(off), ""out of range"", hex(md.types), ""-"", hex(md.etypes))
		throw(""runtime: type offset out of range"")
	}
	return (*_type)(unsafe.Pointer(res))
}

func (t *_type) typeOff(off typeOff) *_type {
	return resolveTypeOff(unsafe.Pointer(t), off)
}
",possible misuse of unsafe.Pointer,unclassified
152,152,152,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,type.go,309.0,"	return unsafe.Pointer(res)
","	if res > md.etext && GOARCH != ""wasm"" { // on wasm, functions do not live in the same address space as the linear memory
		println(""runtime: textOff"", hex(off), ""out of range"", hex(md.text), ""-"", hex(md.etext))
		throw(""runtime: text offset out of range"")
	}
	return unsafe.Pointer(res)
}

func (t *functype) in() []*_type {
	// See funcType in reflect/type.go for details on data layout.
	uadd := uintptr(unsafe.Sizeof(functype{}))
",possible misuse of unsafe.Pointer,unclassified
153,153,153,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,type.go,533.0,"				t = (*_type)(unsafe.Pointer(prev.types + uintptr(tl)))
","	collect:
		for _, tl := range prev.typelinks {
			var t *_type
			if prev.typemap == nil {
				t = (*_type)(unsafe.Pointer(prev.types + uintptr(tl)))
			} else {
				t = prev.typemap[typeOff(tl)]
			}
			// Add to typehash if not seen before.
			tlist := typehash[t.hash]
",possible misuse of unsafe.Pointer,unclassified
154,154,154,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,type.go,555.0,"				t := (*_type)(unsafe.Pointer(md.types + uintptr(tl)))
","			tm := make(map[typeOff]*_type, len(md.typelinks))
			pinnedTypemaps = append(pinnedTypemaps, tm)
			md.typemap = tm
			for _, tl := range md.typelinks {
				t := (*_type)(unsafe.Pointer(md.types + uintptr(tl)))
				for _, candidate := range typehash[t.hash] {
					seen := map[_typePair]struct{}{}
					if typesEqual(t, candidate, seen) {
						t = candidate
						break
",possible misuse of unsafe.Pointer,unclassified
155,155,155,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,stubs.go,145.0,"	return unsafe.Pointer(x ^ 0)
","// USE CAREFULLY!
//go:nosplit
func noescape(p unsafe.Pointer) unsafe.Pointer {
	x := uintptr(p)
	return unsafe.Pointer(x ^ 0)
}

func cgocallback(fn, frame unsafe.Pointer, framesize, ctxt uintptr)
func gogo(buf *gobuf)
func gosave(buf *gobuf)
",possible misuse of unsafe.Pointer,unclassified
156,156,156,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,107.0,"	pt := unsafe.Pointer(info.loadAddr + uintptr(hdr.e_phoff))
","func vdsoInitFromSysinfoEhdr(info *vdsoInfo, hdr *elfEhdr) {
	info.valid = false
	info.loadAddr = uintptr(unsafe.Pointer(hdr))

	pt := unsafe.Pointer(info.loadAddr + uintptr(hdr.e_phoff))

	// We need two things from the segment table: the load offset
	// and the dynamic table.
	var foundVaddr bool
	var dyn *[vdsoDynSize]elfDyn
",possible misuse of unsafe.Pointer,unclassified
157,157,157,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,123.0,"			dyn = (*[vdsoDynSize]elfDyn)(unsafe.Pointer(info.loadAddr + uintptr(pt.p_offset)))
","				info.loadOffset = info.loadAddr + uintptr(pt.p_offset-pt.p_vaddr)
			}

		case _PT_DYNAMIC:
			dyn = (*[vdsoDynSize]elfDyn)(unsafe.Pointer(info.loadAddr + uintptr(pt.p_offset)))
		}
	}

	if !foundVaddr || dyn == nil {
		return // Failed
",possible misuse of unsafe.Pointer,unclassified
158,158,158,kubernetes/kubernetes,std,std,runtime,unsafe.Pointer,vdso_linux.go,143.0,"			info.symstrings = (*[vdsoSymStringsSize]byte)(unsafe.Pointer(p))
","		dt := &dyn[i]
		p := info.loadOffset + uintptr(dt.d_val)
		switch dt.d_tag {
		case _DT_STRTAB:
			info.symstrings = (*[vdsoSymStringsSize]byte)(unsafe.Pointer(p))
		case _DT_SYMTAB:
			info.symtab = (*[vdsoSymTabSize]elfSym)(unsafe.Pointer(p))
		case _DT_HASH:
			hash = (*[vdsoHashSize]uint32)(unsafe.Pointer(p))
		case _DT_GNU_HASH:
",possible misuse of unsafe.Pointer,unclassified
