,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,text,context,line_number,column,absolute_offset,match_type,context_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,label,label2
556,556,556,556,556,556,4894,out.SecretRef = (*core.ObjectReference)(unsafe.Pointer(in.SecretRef)),"func autoConvert_v1_StorageOSPersistentVolumeSource_To_core_StorageOSPersistentVolumeSource(in *v1.StorageOSPersistentVolumeSource, out *core.StorageOSPersistentVolumeSource, s conversion.Scope) error {
	out.VolumeName = in.VolumeName
	out.VolumeNamespace = in.VolumeNamespace
	out.FSType = in.FSType
	out.ReadOnly = in.ReadOnly
	out.SecretRef = (*core.ObjectReference)(unsafe.Pointer(in.SecretRef))
	return nil
}

// Convert_v1_StorageOSPersistentVolumeSource_To_core_StorageOSPersistentVolumeSource is an autogenerated conversion function.
func Convert_v1_StorageOSPersistentVolumeSource_To_core_StorageOSPersistentVolumeSource(in *v1.StorageOSPersistentVolumeSource, out *core.StorageOSPersistentVolumeSource, s conversion.Scope) error {",7574.0,42.0,402771.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
557,557,557,557,557,557,4895,"err = t.m.DeleteElement(mapFdInstall, unsafe.Pointer(&pid))","	return err
}

func (t *Tracer) RemoveFdInstallWatcher(pid uint32) (err error) {
	mapFdInstall := t.m.Map(""fdinstall_pids"")
	err = t.m.DeleteElement(mapFdInstall, unsafe.Pointer(&pid))
	return err
}

func (t *Tracer) Stop() {
	close(t.stopChan)",141.0,40.0,3271.0,unsafe.Pointer,assignment,tracer.go,172.0,4224.0,github.com/weaveworks/tcptracer-bpf/pkg/tracer,github.com/weaveworks/tcptracer-bpf,v0.0.0-20200114145059-84a08fc667c0,weaveworks/scope,delegate,efficiency
558,558,558,558,558,558,4896,m := *((*map[string]float64)(unsafe.Pointer(&ptr))),"	ptr := unsafe.Pointer(v.Pointer())
	if ptr == nil {
		return nil
	}

	m := *((*map[string]float64)(unsafe.Pointer(&ptr)))
	for k, v := range m {
		if err = C.OnKey(k); err != nil {
			return err
		}
		if err = C.OnFloat64(v); err != nil {",308.0,31.0,6499.0,unsafe.Pointer,assignment,fold_map_inline.generated.go,318.0,6670.0,github.com/elastic/go-structform/gotype,github.com/elastic/go-structform,v0.0.6,elastic/beats,cast-struct,serialization
559,559,559,559,559,559,4897,out.DryRun = *(*[]string)(unsafe.Pointer(&values)),"		}
	} else {
		out.PropagationPolicy = nil
	}
	if values, ok := map[string][]string(*in)[""dryRun""]; ok && len(values) > 0 {
		out.DryRun = *(*[]string)(unsafe.Pointer(&values))
	} else {
		out.DryRun = nil
	}
	return nil
}",330.0,29.0,14945.0,unsafe.Pointer,assignment,zz_generated.conversion.go,523.0,21691.0,k8s.io/apimachinery/pkg/apis/meta/v1,k8s.io/apimachinery,v0.18.0,rancher/rancher,cast-struct,efficiency
560,560,560,560,560,560,4900,UnsafeIsNil(ptr unsafe.Pointer) bool,"	RType() uintptr
	// interface{} of this type has pointer like behavior
	LikePtr() bool
	IsNullable() bool
	IsNil(obj interface{}) bool
	UnsafeIsNil(ptr unsafe.Pointer) bool
	Set(obj interface{}, val interface{})
	UnsafeSet(ptr unsafe.Pointer, val unsafe.Pointer)
	AssignableTo(anotherType Type) bool
}
",30.0,18.0,855.0,unsafe.Pointer,parameter,reflect2.go,298.0,7272.0,github.com/modern-go/reflect2,github.com/modern-go/reflect2,v1.0.1,kubernetes/kubernetes,definition,serialization
561,561,561,561,561,561,4964,out.PortworxVolume = (*core.PortworxVolumeSource)(unsafe.Pointer(in.PortworxVolume)),"			return err
		}
	} else {
		out.Projected = nil
	}
	out.PortworxVolume = (*core.PortworxVolumeSource)(unsafe.Pointer(in.PortworxVolume))
	out.ScaleIO = (*core.ScaleIOVolumeSource)(unsafe.Pointer(in.ScaleIO))
	out.StorageOS = (*core.StorageOSVolumeSource)(unsafe.Pointer(in.StorageOS))
	out.CSI = (*core.CSIVolumeSource)(unsafe.Pointer(in.CSI))
	return nil
}",7978.0,52.0,423414.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
562,562,562,562,562,562,4968,out.DryRun = *(*[]string)(unsafe.Pointer(&values)),"
func autoConvert_url_Values_To_v1_UpdateOptions(in *url.Values, out *UpdateOptions, s conversion.Scope) error {
	// WARNING: Field TypeMeta does not have json tag, skipping.

	if values, ok := map[string][]string(*in)[""dryRun""]; ok && len(values) > 0 {
		out.DryRun = *(*[]string)(unsafe.Pointer(&values))
	} else {
		out.DryRun = nil
	}
	if values, ok := map[string][]string(*in)[""fieldManager""]; ok && len(values) > 0 {
		if err := runtime.Convert_Slice_string_To_string(&values, &out.FieldManager, s); err != nil {",506.0,29.0,21128.0,unsafe.Pointer,assignment,zz_generated.conversion.go,523.0,21691.0,k8s.io/apimachinery/pkg/apis/meta/v1,k8s.io/apimachinery,v0.18.3,cilium/cilium,cast-struct,efficiency
563,563,563,563,563,563,4971,out.SecurityContext = (*v1.SecurityContext)(unsafe.Pointer(in.SecurityContext)),"	out.StartupProbe = (*v1.Probe)(unsafe.Pointer(in.StartupProbe))
	out.Lifecycle = (*v1.Lifecycle)(unsafe.Pointer(in.Lifecycle))
	out.TerminationMessagePath = in.TerminationMessagePath
	out.TerminationMessagePolicy = v1.TerminationMessagePolicy(in.TerminationMessagePolicy)
	out.ImagePullPolicy = v1.PullPolicy(in.ImagePullPolicy)
	out.SecurityContext = (*v1.SecurityContext)(unsafe.Pointer(in.SecurityContext))
	out.Stdin = in.Stdin
	out.StdinOnce = in.StdinOnce
	out.TTY = in.TTY
	return nil
}",3469.0,46.0,203036.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
564,564,564,564,564,564,4972,out.Command = *(*[]string)(unsafe.Pointer(&in.Command)),"}

func autoConvert_v1_EphemeralContainerCommon_To_core_EphemeralContainerCommon(in *v1.EphemeralContainerCommon, out *core.EphemeralContainerCommon, s conversion.Scope) error {
	out.Name = in.Name
	out.Image = in.Image
	out.Command = *(*[]string)(unsafe.Pointer(&in.Command))
	out.Args = *(*[]string)(unsafe.Pointer(&in.Args))
	out.WorkingDir = in.WorkingDir
	out.Ports = *(*[]core.ContainerPort)(unsafe.Pointer(&in.Ports))
	out.EnvFrom = *(*[]core.EnvFromSource)(unsafe.Pointer(&in.EnvFrom))
	out.Env = *(*[]core.EnvVar)(unsafe.Pointer(&in.Env))",3418.0,29.0,200078.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
565,565,565,565,565,565,4973,out.RBD = (*core.RBDVolumeSource)(unsafe.Pointer(in.RBD)),"	out.Secret = (*core.SecretVolumeSource)(unsafe.Pointer(in.Secret))
	out.NFS = (*core.NFSVolumeSource)(unsafe.Pointer(in.NFS))
	out.ISCSI = (*core.ISCSIVolumeSource)(unsafe.Pointer(in.ISCSI))
	out.Glusterfs = (*core.GlusterfsVolumeSource)(unsafe.Pointer(in.Glusterfs))
	out.PersistentVolumeClaim = (*core.PersistentVolumeClaimVolumeSource)(unsafe.Pointer(in.PersistentVolumeClaim))
	out.RBD = (*core.RBDVolumeSource)(unsafe.Pointer(in.RBD))
	out.FlexVolume = (*core.FlexVolumeSource)(unsafe.Pointer(in.FlexVolume))
	out.Cinder = (*core.CinderVolumeSource)(unsafe.Pointer(in.Cinder))
	out.CephFS = (*core.CephFSVolumeSource)(unsafe.Pointer(in.CephFS))
	out.Flocker = (*core.FlockerVolumeSource)(unsafe.Pointer(in.Flocker))
	out.DownwardAPI = (*core.DownwardAPIVolumeSource)(unsafe.Pointer(in.DownwardAPI))",7966.0,36.0,422661.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
566,566,566,566,566,566,4974,out.SinceSeconds = (*int64)(unsafe.Pointer(in.SinceSeconds)),"
func autoConvert_core_PodLogOptions_To_v1_PodLogOptions(in *core.PodLogOptions, out *v1.PodLogOptions, s conversion.Scope) error {
	out.Container = in.Container
	out.Follow = in.Follow
	out.Previous = in.Previous
	out.SinceSeconds = (*int64)(unsafe.Pointer(in.SinceSeconds))
	out.SinceTime = (*metav1.Time)(unsafe.Pointer(in.SinceTime))
	out.Timestamps = in.Timestamps
	out.TailLines = (*int64)(unsafe.Pointer(in.TailLines))
	out.LimitBytes = (*int64)(unsafe.Pointer(in.LimitBytes))
	out.InsecureSkipTLSVerifyBackend = in.InsecureSkipTLSVerifyBackend",5757.0,30.0,314981.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-basic,efficiency
567,567,567,567,567,567,4980,"userUnfolderUintCB func(unsafe.Pointer, uint) error","	userUnfolderUint struct {
		unfolderErrUnknown
		fn userUnfolderUintCB
	}

	userUnfolderUintCB func(unsafe.Pointer, uint) error
)

func newUserUnfolderUint(fn reflect.Value) ptrUnfolder {
	return &userUnfolderUint{
		fn: *((*userUnfolderUintCB)(stunsafe.UnsafeFnPtr(fn))),",96.0,26.0,2369.0,unsafe.Pointer,parameter,unfold_user_primitive.generated.go,1147.0,27999.0,github.com/elastic/go-structform/gotype,github.com/elastic/go-structform,v0.0.6,elastic/beats,definition,serialization
568,568,568,568,568,568,4981,out.EmptyDir = (*v1.EmptyDirVolumeSource)(unsafe.Pointer(in.EmptyDir)),"	return autoConvert_v1_VolumeSource_To_core_VolumeSource(in, out, s)
}

func autoConvert_core_VolumeSource_To_v1_VolumeSource(in *core.VolumeSource, out *v1.VolumeSource, s conversion.Scope) error {
	out.HostPath = (*v1.HostPathVolumeSource)(unsafe.Pointer(in.HostPath))
	out.EmptyDir = (*v1.EmptyDirVolumeSource)(unsafe.Pointer(in.EmptyDir))
	out.GCEPersistentDisk = (*v1.GCEPersistentDiskVolumeSource)(unsafe.Pointer(in.GCEPersistentDisk))
	out.AWSElasticBlockStore = (*v1.AWSElasticBlockStoreVolumeSource)(unsafe.Pointer(in.AWSElasticBlockStore))
	out.GitRepo = (*v1.GitRepoVolumeSource)(unsafe.Pointer(in.GitRepo))
	out.Secret = (*v1.SecretVolumeSource)(unsafe.Pointer(in.Secret))
	out.NFS = (*v1.NFSVolumeSource)(unsafe.Pointer(in.NFS))",8002.0,44.0,424711.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
569,569,569,569,569,569,4982,out.DryRun = *(*[]string)(unsafe.Pointer(&values)),"
func autoConvert_url_Values_To_v1_PatchOptions(in *url.Values, out *PatchOptions, s conversion.Scope) error {
	// WARNING: Field TypeMeta does not have json tag, skipping.

	if values, ok := map[string][]string(*in)[""dryRun""]; ok && len(values) > 0 {
		out.DryRun = *(*[]string)(unsafe.Pointer(&values))
	} else {
		out.DryRun = nil
	}
	if values, ok := map[string][]string(*in)[""force""]; ok && len(values) > 0 {
		if err := runtime.Convert_Slice_string_To_Pointer_bool(&values, &out.Force, s); err != nil {",451.0,29.0,19160.0,unsafe.Pointer,assignment,zz_generated.conversion.go,523.0,21691.0,k8s.io/apimachinery/pkg/apis/meta/v1,k8s.io/apimachinery,v0.18.0,rancher/rancher,cast-struct,efficiency
570,570,570,570,570,570,4992,func (encoder *structEncoder) IsEmpty(ptr unsafe.Pointer) bool {,"	if stream.Error != nil && stream.Error != io.EOF {
		stream.Error = fmt.Errorf(""%v.%s"", encoder.typ, stream.Error.Error())
	}
}

func (encoder *structEncoder) IsEmpty(ptr unsafe.Pointer) bool {
	return false
}

type emptyStructEncoder struct {
}",167.0,43.0,4139.0,unsafe.Pointer,parameter,reflect_struct_encoder.go,210.0,5252.0,github.com/json-iterator/go,github.com/json-iterator/go,v1.1.8,rook/rook,unused,unused
571,571,571,571,571,571,5007,out.CABundle = *(*[]byte)(unsafe.Pointer(&in.CABundle)),"			return err
		}
	} else {
		out.Service = nil
	}
	out.CABundle = *(*[]byte)(unsafe.Pointer(&in.CABundle))
	return nil
}

// Convert_v1beta1_WebhookClientConfig_To_apiextensions_WebhookClientConfig is an autogenerated conversion function.
func Convert_v1beta1_WebhookClientConfig_To_apiextensions_WebhookClientConfig(in *WebhookClientConfig, out *apiextensions.WebhookClientConfig, s conversion.Scope) error {",1300.0,28.0,67087.0,unsafe.Pointer,assignment,zz_generated.conversion.go,1327.0,68451.0,k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1beta1,k8s.io/apiextensions-apiserver,v0.18.0,rancher/rancher,cast-bytes,efficiency
572,572,572,572,572,572,5010,urv := (*unsafeReflectValue)(unsafe.Pointer(&rv)),"	urv := (*unsafeReflectValue)(unsafe.Pointer(&rv))
	*(*int32)(urv.ptr) = int32(chkOvf.IntV(d.d.DecodeInt64(), 32))
}

func (d *Decoder) kInt64(f *codecFnInfo, rv reflect.Value) {
	urv := (*unsafeReflectValue)(unsafe.Pointer(&rv))
	*(*int64)(urv.ptr) = d.d.DecodeInt64()
}

func (d *Decoder) kUint(f *codecFnInfo, rv reflect.Value) {
	urv := (*unsafeReflectValue)(unsafe.Pointer(&rv))",363.0,31.0,10123.0,unsafe.Pointer,assignment,helper_unsafe.go,745.0,23309.0,github.com/hashicorp/go-msgpack/codec,github.com/hashicorp/go-msgpack,v1.1.5,mattermost/mattermost-server,cast-struct,serialization
573,573,573,573,573,573,5011,out.APIGroup = (*string)(unsafe.Pointer(in.APIGroup)),"func Convert_core_TopologySpreadConstraint_To_v1_TopologySpreadConstraint(in *core.TopologySpreadConstraint, out *v1.TopologySpreadConstraint, s conversion.Scope) error {
	return autoConvert_core_TopologySpreadConstraint_To_v1_TopologySpreadConstraint(in, out, s)
}

func autoConvert_v1_TypedLocalObjectReference_To_core_TypedLocalObjectReference(in *v1.TypedLocalObjectReference, out *core.TypedLocalObjectReference, s conversion.Scope) error {
	out.APIGroup = (*string)(unsafe.Pointer(in.APIGroup))
	out.Kind = in.Kind
	out.Name = in.Name
	return nil
}
",7792.0,27.0,414088.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-basic,efficiency
574,574,574,574,574,574,5012,out.ResponseObject = (*runtime.Unknown)(unsafe.Pointer(in.ResponseObject)),"	out.SourceIPs = *(*[]string)(unsafe.Pointer(&in.SourceIPs))
	out.UserAgent = in.UserAgent
	out.ObjectRef = (*audit.ObjectReference)(unsafe.Pointer(in.ObjectRef))
	out.ResponseStatus = (*metav1.Status)(unsafe.Pointer(in.ResponseStatus))
	out.RequestObject = (*runtime.Unknown)(unsafe.Pointer(in.RequestObject))
	out.ResponseObject = (*runtime.Unknown)(unsafe.Pointer(in.ResponseObject))
	out.RequestReceivedTimestamp = in.RequestReceivedTimestamp
	out.StageTimestamp = in.StageTimestamp
	out.Annotations = *(*map[string]string)(unsafe.Pointer(&in.Annotations))
	return nil
}",129.0,42.0,5939.0,unsafe.Pointer,assignment,zz_generated.conversion.go,334.0,15036.0,k8s.io/apiserver/pkg/apis/audit/v1beta1,k8s.io/apiserver,v0.17.2,rook/rook,cast-struct,efficiency
575,575,575,575,575,575,5013,"return unsafe.Pointer(ptr), newUnfolderInt8()","		return unsafe.Pointer(ptr), newUnfolderArrInt()
	case *map[string]int:
		return unsafe.Pointer(ptr), newUnfolderMapInt()

	case *int8:
		return unsafe.Pointer(ptr), newUnfolderInt8()
	case *[]int8:
		return unsafe.Pointer(ptr), newUnfolderArrInt8()
	case *map[string]int8:
		return unsafe.Pointer(ptr), newUnfolderMapInt8()
",141.0,10.0,3800.0,unsafe.Pointer,assignment,unfold_lookup_go.generated.go,570.0,12314.0,github.com/elastic/go-structform/gotype,github.com/elastic/go-structform,v0.0.6,elastic/beats,cast-pointer,serialization
576,576,576,576,576,576,5014,out.CSI = (*v1.CSIPersistentVolumeSource)(unsafe.Pointer(in.CSI)),"	out.PhotonPersistentDisk = (*v1.PhotonPersistentDiskVolumeSource)(unsafe.Pointer(in.PhotonPersistentDisk))
	out.PortworxVolume = (*v1.PortworxVolumeSource)(unsafe.Pointer(in.PortworxVolume))
	out.ScaleIO = (*v1.ScaleIOPersistentVolumeSource)(unsafe.Pointer(in.ScaleIO))
	out.Local = (*v1.LocalVolumeSource)(unsafe.Pointer(in.Local))
	out.StorageOS = (*v1.StorageOSPersistentVolumeSource)(unsafe.Pointer(in.StorageOS))
	out.CSI = (*v1.CSIPersistentVolumeSource)(unsafe.Pointer(in.CSI))
	return nil
}

// Convert_core_PersistentVolumeSource_To_v1_PersistentVolumeSource is an autogenerated conversion function.
func Convert_core_PersistentVolumeSource_To_v1_PersistentVolumeSource(in *core.PersistentVolumeSource, out *v1.PersistentVolumeSource, s conversion.Scope) error {",5261.0,44.0,292100.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
577,577,577,577,577,577,5015,out.AzureFile = (*core.AzureFilePersistentVolumeSource)(unsafe.Pointer(in.AzureFile)),"	out.Cinder = (*core.CinderPersistentVolumeSource)(unsafe.Pointer(in.Cinder))
	out.CephFS = (*core.CephFSPersistentVolumeSource)(unsafe.Pointer(in.CephFS))
	out.FC = (*core.FCVolumeSource)(unsafe.Pointer(in.FC))
	out.Flocker = (*core.FlockerVolumeSource)(unsafe.Pointer(in.Flocker))
	out.FlexVolume = (*core.FlexPersistentVolumeSource)(unsafe.Pointer(in.FlexVolume))
	out.AzureFile = (*core.AzureFilePersistentVolumeSource)(unsafe.Pointer(in.AzureFile))
	out.VsphereVolume = (*core.VsphereVirtualDiskVolumeSource)(unsafe.Pointer(in.VsphereVolume))
	out.Quobyte = (*core.QuobyteVolumeSource)(unsafe.Pointer(in.Quobyte))
	out.AzureDisk = (*core.AzureDiskVolumeSource)(unsafe.Pointer(in.AzureDisk))
	out.PhotonPersistentDisk = (*core.PhotonPersistentDiskVolumeSource)(unsafe.Pointer(in.PhotonPersistentDisk))
	out.PortworxVolume = (*core.PortworxVolumeSource)(unsafe.Pointer(in.PortworxVolume))",5221.0,58.0,289083.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8109.0,431398.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.18.0,rancher/rancher,cast-struct,efficiency
578,578,578,578,578,578,5018,b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{,"
		// Create a slice to write into of needed size and advance
		// byte pointer for next iteration.
		klen, vlen := len(item.key), len(item.value)
		sz := klen + vlen
		b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
			Data: bp,
			Len:  sz,
			Cap:  sz,
		}))
		bp += uintptr(sz)",234.0,19.0,6157.0,unsafe.Pointer,assignment,node.go,607.0,16185.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,mattermost/mattermost-server,cast-header,efficiency
579,579,579,579,579,579,5032,out.RunAsUser = (*int64)(unsafe.Pointer(in.RunAsUser)),"func autoConvert_core_SecurityContext_To_v1_SecurityContext(in *core.SecurityContext, out *v1.SecurityContext, s conversion.Scope) error {
	out.Capabilities = (*v1.Capabilities)(unsafe.Pointer(in.Capabilities))
	out.Privileged = (*bool)(unsafe.Pointer(in.Privileged))
	out.SELinuxOptions = (*v1.SELinuxOptions)(unsafe.Pointer(in.SELinuxOptions))
	out.WindowsOptions = (*v1.WindowsSecurityContextOptions)(unsafe.Pointer(in.WindowsOptions))
	out.RunAsUser = (*int64)(unsafe.Pointer(in.RunAsUser))
	out.RunAsGroup = (*int64)(unsafe.Pointer(in.RunAsGroup))
	out.RunAsNonRoot = (*bool)(unsafe.Pointer(in.RunAsNonRoot))
	out.ReadOnlyRootFilesystem = (*bool)(unsafe.Pointer(in.ReadOnlyRootFilesystem))
	out.AllowPrivilegeEscalation = (*bool)(unsafe.Pointer(in.AllowPrivilegeEscalation))
	out.ProcMount = (*v1.ProcMountType)(unsafe.Pointer(in.ProcMount))",7223.0,27.0,385644.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-basic,efficiency
580,580,580,580,580,580,5033,return unsafe.Pointer(&at),"	case complex64:
		return unsafe.Pointer(&at)
	case complex128:
		return unsafe.Pointer(&at)
	case string:
		return unsafe.Pointer(&at)
	case uintptr:
		return unsafe.Pointer(at)
	case unsafe.Pointer:
		return at
",487.0,10.0,11984.0,unsafe.Pointer,assignment,array.go,543.0,13090.0,gorgonia.org/tensor,gorgonia.org/tensor,v0.9.6,gorgonia/gorgonia,cast-pointer,generics
581,581,581,581,581,581,5038,out.Keys = *(*[]Key)(unsafe.Pointer(&in.Keys)),"func Convert_v1_AESConfiguration_To_config_AESConfiguration(in *AESConfiguration, out *config.AESConfiguration, s conversion.Scope) error {
	return autoConvert_v1_AESConfiguration_To_config_AESConfiguration(in, out, s)
}

func autoConvert_config_AESConfiguration_To_v1_AESConfiguration(in *config.AESConfiguration, out *AESConfiguration, s conversion.Scope) error {
	out.Keys = *(*[]Key)(unsafe.Pointer(&in.Keys))
	return nil
}

// Convert_config_AESConfiguration_To_v1_AESConfiguration is an autogenerated conversion function.
func Convert_config_AESConfiguration_To_v1_AESConfiguration(in *config.AESConfiguration, out *AESConfiguration, s conversion.Scope) error {",133.0,23.0,6998.0,unsafe.Pointer,assignment,zz_generated.conversion.go,296.0,16077.0,k8s.io/apiserver/pkg/apis/config/v1,k8s.io/apiserver,v0.18.0,rancher/rancher,cast-struct,efficiency
582,582,582,582,582,582,5040,out.PostStart = (*v1.Handler)(unsafe.Pointer(in.PostStart)),"func Convert_v1_Lifecycle_To_core_Lifecycle(in *v1.Lifecycle, out *core.Lifecycle, s conversion.Scope) error {
	return autoConvert_v1_Lifecycle_To_core_Lifecycle(in, out, s)
}

func autoConvert_core_Lifecycle_To_v1_Lifecycle(in *core.Lifecycle, out *v1.Lifecycle, s conversion.Scope) error {
	out.PostStart = (*v1.Handler)(unsafe.Pointer(in.PostStart))
	out.PreStop = (*v1.Handler)(unsafe.Pointer(in.PreStop))
	return nil
}

// Convert_core_Lifecycle_To_v1_Lifecycle is an autogenerated conversion function.",4087.0,32.0,232735.0,unsafe.Pointer,assignment,zz_generated.conversion.go,8119.0,431912.0,k8s.io/kubernetes/pkg/apis/core/v1,k8s.io/kubernetes,v1.17.2,rook/rook,cast-struct,efficiency
583,583,583,583,583,583,5041,"func (u *unfolderArrFloat64) initState(ctx *unfoldCtx, ptr unsafe.Pointer) {","
func newUnfoldArrStartFloat64() *unfoldArrStartFloat64 {
	return _singletonUnfoldArrStartFloat64
}

func (u *unfolderArrFloat64) initState(ctx *unfoldCtx, ptr unsafe.Pointer) {
	ctx.unfolder.push(u)
	ctx.unfolder.push(newUnfoldArrStartFloat64())
	ctx.idx.push(0)
	ctx.ptr.push(ptr)
}",1185.0,60.0,24365.0,unsafe.Pointer,parameter,unfold_arr.generated.go,2314.0,54236.0,github.com/elastic/go-structform/gotype,github.com/elastic/go-structform,v0.0.6,elastic/beats,delegate,serialization
584,584,584,584,584,584,5053,out.StoredVersions = *(*[]string)(unsafe.Pointer(&in.StoredVersions)),"func autoConvert_v1beta1_CustomResourceDefinitionStatus_To_apiextensions_CustomResourceDefinitionStatus(in *CustomResourceDefinitionStatus, out *apiextensions.CustomResourceDefinitionStatus, s conversion.Scope) error {
	out.Conditions = *(*[]apiextensions.CustomResourceDefinitionCondition)(unsafe.Pointer(&in.Conditions))
	if err := Convert_v1beta1_CustomResourceDefinitionNames_To_apiextensions_CustomResourceDefinitionNames(&in.AcceptedNames, &out.AcceptedNames, s); err != nil {
		return err
	}
	out.StoredVersions = *(*[]string)(unsafe.Pointer(&in.StoredVersions))
	return nil
}

// Convert_v1beta1_CustomResourceDefinitionStatus_To_apiextensions_CustomResourceDefinitionStatus is an autogenerated conversion function.
func Convert_v1beta1_CustomResourceDefinitionStatus_To_apiextensions_CustomResourceDefinitionStatus(in *CustomResourceDefinitionStatus, out *apiextensions.CustomResourceDefinitionStatus, s conversion.Scope) error {",553.0,36.0,34125.0,unsafe.Pointer,assignment,zz_generated.conversion.go,1327.0,68451.0,k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1beta1,k8s.io/apiextensions-apiserver,v0.18.3,cilium/cilium,cast-struct,efficiency
585,585,585,585,585,585,5054,v := (*unsafeReflectValue)(unsafe.Pointer(&rv)),"	v := (*unsafeReflectValue)(unsafe.Pointer(&rv))
	e.e.EncodeTime(*(*time.Time)(v.ptr))
}

func (e *Encoder) kString(f *codecFnInfo, rv reflect.Value) {
	v := (*unsafeReflectValue)(unsafe.Pointer(&rv))
	s := *(*string)(v.ptr)
	if e.h.StringToRaw {
		e.e.EncodeStringBytesRaw(bytesView(s))
	} else {
		e.e.EncodeStringEnc(cUTF8, s)",410.0,29.0,11678.0,unsafe.Pointer,assignment,helper_unsafe.go,745.0,23309.0,github.com/hashicorp/go-msgpack/codec,github.com/hashicorp/go-msgpack,v1.1.5,mattermost/mattermost-server,cast-struct,serialization
586,586,586,586,586,586,5059,return (*branchPageElement)(unsafe.Pointer(uintptr(unsafe.Pointer(p)) + unsafe.Sizeof(*p) + off)),"}

// branchPageElement retrieves the branch node by index
func (p *page) branchPageElement(index uint16) *branchPageElement {
	off := uintptr(index) * unsafe.Sizeof(branchPageElement{})
	return (*branchPageElement)(unsafe.Pointer(uintptr(unsafe.Pointer(p)) + unsafe.Sizeof(*p) + off))
}

// branchPageElements retrieves a list of branch nodes.
func (p *page) branchPageElements() []branchPageElement {
	if p.count == 0 {",78.0,30.0,1890.0,unsafe.Pointer,assignment,page.go,219.0,5445.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,mattermost/mattermost-server,pointer-arithmetic,efficiency
587,587,587,587,587,587,5088,"copy(b[64:68], (*(*[4]byte)(unsafe.Pointer(&msg.AlgKeyLen)))[:])","}

func (msg *XfrmAlgoAuth) Serialize() []byte {
	b := make([]byte, msg.Len())
	copy(b[0:64], msg.AlgName[:])
	copy(b[64:68], (*(*[4]byte)(unsafe.Pointer(&msg.AlgKeyLen)))[:])
	copy(b[68:72], (*(*[4]byte)(unsafe.Pointer(&msg.AlgTruncLen)))[:])
	copy(b[72:msg.Len()], msg.AlgKey[:])
	return b
}
",222.0,30.0,5080.0,unsafe.Pointer,call,xfrm_state_linux.go,334.0,7847.0,github.com/vishvananda/netlink/nl,github.com/vishvananda/netlink,v1.1.1-0.20200210222539-bfba8e4149db,cilium/cilium,cast-bytes,serialization
